strategy_id,score,avg_sharpe,max_dd,strategy_obj,metrics_list
bd548417,23.229356187684484,3.823558286559626,-0.010440512787929332,"StrategyConfig(strategy_id='bd548417', entry_rules=[Rule(indicator='rsi', operator='<', value=40, params={'period': 7})], exit_rules=[], stop_loss_atr=2.0, take_profit_atr=6.0, max_bars_hold=20)","[{'cagr': 0.08511349800715329, 'volatility': 0.02613759824098442, 'sharpe': 3.2563626245388204, 'max_dd': -0.010440512787929332, 'calmar': 8.152233490442748, 'trades': 0, 'win_rate': 0.0, 'profit_factor': 0.0, 'avg_trade_pnl': 0.0, 'total_return': 0.009888743054330185, 'start_date': Timestamp('2025-08-12 00:00:00'), 'end_date': Timestamp('2025-09-25 00:00:00')}, {'cagr': 0.028848316678451447, 'volatility': 0.006570242153463953, 'sharpe': 4.390753948580431, 'max_dd': -0.0001739990708695651, 'calmar': 165.7958087608238, 'trades': 0, 'win_rate': 0.0, 'profit_factor': 0.0, 'avg_trade_pnl': 0.0, 'total_return': 0.003666339858265033, 'start_date': Timestamp('2025-09-26 00:00:00'), 'end_date': Timestamp('2025-11-12 00:00:00')}]"
0a171131,1.5,0.0,0.0,"StrategyConfig(strategy_id='0a171131', entry_rules=[Rule(indicator='adx', operator='>', value=25, params={'period': 14}), Rule(indicator='donchian', operator='<', value='close', params={'period': 20})], exit_rules=[], stop_loss_atr=3.0, take_profit_atr=4.0, max_bars_hold=20)","[{'cagr': 0.0, 'volatility': 0.0, 'sharpe': 0, 'max_dd': 0.0, 'calmar': 0, 'trades': 0, 'win_rate': 0.0, 'profit_factor': 0.0, 'avg_trade_pnl': 0.0, 'total_return': 0.0, 'start_date': Timestamp('2025-08-12 00:00:00'), 'end_date': Timestamp('2025-09-25 00:00:00')}, {'cagr': 0.0, 'volatility': 0.0, 'sharpe': 0, 'max_dd': 0.0, 'calmar': 0, 'trades': 0, 'win_rate': 0.0, 'profit_factor': 0.0, 'avg_trade_pnl': 0.0, 'total_return': 0.0, 'start_date': Timestamp('2025-09-26 00:00:00'), 'end_date': Timestamp('2025-11-12 00:00:00')}]"
3e72be26,1.5,0.0,0.0,"StrategyConfig(strategy_id='3e72be26', entry_rules=[Rule(indicator='supertrend', operator='>', value='close', params={'period': 10, 'multiplier': 3.0}), Rule(indicator='supertrend', operator='<', value='close', params={'period': 14, 'multiplier': 2.0})], exit_rules=[], stop_loss_atr=2.0, take_profit_atr=4.0, max_bars_hold=5)","[{'cagr': 0.0, 'volatility': 0.0, 'sharpe': 0, 'max_dd': 0.0, 'calmar': 0, 'trades': 0, 'win_rate': 0.0, 'profit_factor': 0.0, 'avg_trade_pnl': 0.0, 'total_return': 0.0, 'start_date': Timestamp('2025-08-12 00:00:00'), 'end_date': Timestamp('2025-09-25 00:00:00')}, {'cagr': 0.0, 'volatility': 0.0, 'sharpe': 0, 'max_dd': 0.0, 'calmar': 0, 'trades': 0, 'win_rate': 0.0, 'profit_factor': 0.0, 'avg_trade_pnl': 0.0, 'total_return': 0.0, 'start_date': Timestamp('2025-09-26 00:00:00'), 'end_date': Timestamp('2025-11-12 00:00:00')}]"
09f6f49f,1.5,0.0,0.0,"StrategyConfig(strategy_id='09f6f49f', entry_rules=[Rule(indicator='rsi', operator='<', value=30, params={'period': 21}), Rule(indicator='bollinger', operator='>', value='close', params={'period': 20, 'std': 2.0})], exit_rules=[], stop_loss_atr=1.0, take_profit_atr=2.0, max_bars_hold=20)","[{'cagr': 0.0, 'volatility': 0.0, 'sharpe': 0, 'max_dd': 0.0, 'calmar': 0, 'trades': 0, 'win_rate': 0.0, 'profit_factor': 0.0, 'avg_trade_pnl': 0.0, 'total_return': 0.0, 'start_date': Timestamp('2025-08-12 00:00:00'), 'end_date': Timestamp('2025-09-25 00:00:00')}, {'cagr': 0.0, 'volatility': 0.0, 'sharpe': 0, 'max_dd': 0.0, 'calmar': 0, 'trades': 0, 'win_rate': 0.0, 'profit_factor': 0.0, 'avg_trade_pnl': 0.0, 'total_return': 0.0, 'start_date': Timestamp('2025-09-26 00:00:00'), 'end_date': Timestamp('2025-11-12 00:00:00')}]"
dfb03c06,1.5,0.0,0.0,"StrategyConfig(strategy_id='dfb03c06', entry_rules=[Rule(indicator='adx', operator='<', value=25, params={'period': 14})], exit_rules=[], stop_loss_atr=1.0, take_profit_atr=2.0, max_bars_hold=50)","[{'cagr': 0.0, 'volatility': 0.0, 'sharpe': 0, 'max_dd': 0.0, 'calmar': 0, 'trades': 0, 'win_rate': 0.0, 'profit_factor': 0.0, 'avg_trade_pnl': 0.0, 'total_return': 0.0, 'start_date': Timestamp('2025-08-12 00:00:00'), 'end_date': Timestamp('2025-09-25 00:00:00')}, {'cagr': 0.0, 'volatility': 0.0, 'sharpe': 0, 'max_dd': 0.0, 'calmar': 0, 'trades': 0, 'win_rate': 0.0, 'profit_factor': 0.0, 'avg_trade_pnl': 0.0, 'total_return': 0.0, 'start_date': Timestamp('2025-09-26 00:00:00'), 'end_date': Timestamp('2025-11-12 00:00:00')}]"
9ce3dd8e,1.5,0.0,0.0,"StrategyConfig(strategy_id='9ce3dd8e', entry_rules=[Rule(indicator='rsi', operator='<', value=40, params={'period': 21})], exit_rules=[], stop_loss_atr=3.0, take_profit_atr=6.0, max_bars_hold=50)","[{'cagr': 0.0, 'volatility': 0.0, 'sharpe': 0, 'max_dd': 0.0, 'calmar': 0, 'trades': 0, 'win_rate': 0.0, 'profit_factor': 0.0, 'avg_trade_pnl': 0.0, 'total_return': 0.0, 'start_date': Timestamp('2025-08-12 00:00:00'), 'end_date': Timestamp('2025-09-25 00:00:00')}, {'cagr': 0.0, 'volatility': 0.0, 'sharpe': 0, 'max_dd': 0.0, 'calmar': 0, 'trades': 0, 'win_rate': 0.0, 'profit_factor': 0.0, 'avg_trade_pnl': 0.0, 'total_return': 0.0, 'start_date': Timestamp('2025-09-26 00:00:00'), 'end_date': Timestamp('2025-11-12 00:00:00')}]"
770d3a53,1.1394034706617353,0.69838053721823,-0.001136572526305681,"StrategyConfig(strategy_id='770d3a53', entry_rules=[Rule(indicator='rsi', operator='<', value=30, params={'period': 7})], exit_rules=[], stop_loss_atr=3.0, take_profit_atr=6.0, max_bars_hold=5)","[{'cagr': 0.0066859833097234755, 'volatility': 0.004786776659294443, 'sharpe': 1.39676107443646, 'max_dd': -0.001136572526305681, 'calmar': 5.882583957449347, 'trades': 1, 'win_rate': 1.0, 'profit_factor': inf, 'avg_trade_pnl': 118.72274456283048, 'total_return': 0.0008030715710938274, 'start_date': Timestamp('2025-08-12 00:00:00'), 'end_date': Timestamp('2025-09-25 00:00:00')}, {'cagr': 0.0, 'volatility': 0.0, 'sharpe': 0, 'max_dd': 0.0, 'calmar': 0, 'trades': 0, 'win_rate': 0.0, 'profit_factor': 0.0, 'avg_trade_pnl': 0.0, 'total_return': 0.0, 'start_date': Timestamp('2025-09-26 00:00:00'), 'end_date': Timestamp('2025-11-12 00:00:00')}]"
31d62f7f,0.6551922457264365,-0.8274907356723231,-0.012162654342064635,"StrategyConfig(strategy_id='31d62f7f', entry_rules=[Rule(indicator='donchian', operator='>', value='close', params={'period': 20})], exit_rules=[], stop_loss_atr=1.0, take_profit_atr=4.0, max_bars_hold=5)","[{'cagr': -0.02014771385052372, 'volatility': 0.024444133325961383, 'sharpe': -0.824235148035518, 'max_dd': -0.008669597266550094, 'calmar': -2.3239503786709492, 'trades': 1, 'win_rate': 1.0, 'profit_factor': inf, 'avg_trade_pnl': 443.7356669270157, 'total_return': -0.002448883431465654, 'start_date': Timestamp('2025-08-12 00:00:00'), 'end_date': Timestamp('2025-09-25 00:00:00')}, {'cagr': -0.021159639270535213, 'volatility': 0.025470638481130563, 'sharpe': -0.8307463233091282, 'max_dd': -0.012162654342064635, 'calmar': -1.7397221589496656, 'trades': 2, 'win_rate': 0.5, 'profit_factor': 0.8011746435207925, 'avg_trade_pnl': -82.93869593352792, 'total_return': -0.002748237272261922, 'start_date': Timestamp('2025-09-26 00:00:00'), 'end_date': Timestamp('2025-11-12 00:00:00')}]"
2391ba8d,-0.29922321936247587,-0.6718743763957742,-0.042643944114806126,"StrategyConfig(strategy_id='2391ba8d', entry_rules=[Rule(indicator='supertrend', operator='<', value='close', params={'period': 10, 'multiplier': 2.0})], exit_rules=[], stop_loss_atr=1.0, take_profit_atr=6.0, max_bars_hold=10)","[{'cagr': -0.18955362179544777, 'volatility': 0.0697923450930712, 'sharpe': -2.7159657917020783, 'max_dd': -0.042643944114806126, 'calmar': -4.445030255295595, 'trades': 2, 'win_rate': 0.0, 'profit_factor': 0.0, 'avg_trade_pnl': -1181.5665986820895, 'total_return': -0.02500041371890116, 'start_date': Timestamp('2025-08-12 00:00:00'), 'end_date': Timestamp('2025-09-25 00:00:00')}, {'cagr': 0.0671447859934573, 'volatility': 0.04893160782114091, 'sharpe': 1.37221703891053, 'max_dd': -0.01644361007524501, 'calmar': 4.083336061011337, 'trades': 2, 'win_rate': 0.5, 'profit_factor': 2.0515807240479584, 'avg_trade_pnl': 488.7063310984595, 'total_return': 0.008397479944745045, 'start_date': Timestamp('2025-09-26 00:00:00'), 'end_date': Timestamp('2025-11-12 00:00:00')}]"
97aca2f2,-1.0672124596644443,-1.343801965709438,-0.012162654342064635,"StrategyConfig(strategy_id='97aca2f2', entry_rules=[Rule(indicator='donchian', operator='>', value='close', params={'period': 20}), Rule(indicator='bollinger', operator='<', value='close', params={'period': 20, 'std': 2.0})], exit_rules=[], stop_loss_atr=1.0, take_profit_atr=2.0, max_bars_hold=20)","[{'cagr': -0.05266791313578978, 'volatility': 0.024080504662205873, 'sharpe': -2.1871598570960007, 'max_dd': -0.010610876330943578, 'calmar': -4.963578077165871, 'trades': 0, 'win_rate': 0.0, 'profit_factor': 0.0, 'avg_trade_pnl': 0.0, 'total_return': -0.006496656458878092, 'start_date': Timestamp('2025-08-12 00:00:00'), 'end_date': Timestamp('2025-09-25 00:00:00')}, {'cagr': -0.01329771626712628, 'volatility': 0.02657183279693884, 'sharpe': -0.5004440743228754, 'max_dd': -0.012162654342064635, 'calmar': -1.0933235372098034, 'trades': 1, 'win_rate': 0.0, 'profit_factor': 0.0, 'avg_trade_pnl': -834.286907889451, 'total_return': -0.0017211327891537564, 'start_date': Timestamp('2025-09-26 00:00:00'), 'end_date': Timestamp('2025-11-12 00:00:00')}]"
